Drama Name,Overall Drama Rating (Out of 10),Actors,Viewship Rate,Genre,Director,Writer,Year,Number of Episodes,Network,Network Type
Don’t dare to dream,7.8,Gong Hyo-jin,9.4, Comedy,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8,Gong Hyo-jin,9.4, Comedy, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8,Gong Hyo-jin,9.4, Workplace,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8,Gong Hyo-jin,9.4, Workplace, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Jo Jung-suk,9.4,Romance,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Jo Jung-suk,9.4,Romance, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Jo Jung-suk,9.4, Comedy,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Jo Jung-suk,9.4, Comedy, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Jo Jung-suk,9.4, Workplace,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Jo Jung-suk,9.4, Workplace, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Go Kyung-pyo,9.4,Romance,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Go Kyung-pyo,9.4,Romance, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Go Kyung-pyo,9.4, Comedy,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Go Kyung-pyo,9.4, Comedy, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Go Kyung-pyo,9.4, Workplace,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Go Kyung-pyo,9.4, Workplace, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Lee Mi-sook,9.4,Romance,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Lee Mi-sook,9.4,Romance, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Lee Mi-sook,9.4, Comedy,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Lee Mi-sook,9.4, Comedy, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Lee Mi-sook,9.4, Workplace,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Lee Mi-sook,9.4, Workplace, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Park Ji-young,9.4,Romance,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Park Ji-young,9.4,Romance, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Park Ji-young,9.4, Comedy,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Park Ji-young,9.4, Comedy, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Park Ji-young,9.4, Workplace,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Park Ji-young,9.4, Workplace, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Lee Sung-jee,9.4,Romance,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Lee Sung-jee,9.4,Romance, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Lee Sung-jee,9.4, Comedy,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Lee Sung-jee,9.4, Comedy, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Lee Sung-jee,9.4, Workplace,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Lee Sung-jee,9.4, Workplace, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Set Ji-hye,9.4,Romance,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Set Ji-hye,9.4,Romance, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Set Ji-hye,9.4, Comedy,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Set Ji-hye,9.4, Comedy, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Set Ji-hye,9.4, Workplace,Park Shin-woo,Seo Sook-hyang,2016,24,SBS,Broadcast
Don’t dare to dream,7.8, Set Ji-hye,9.4, Workplace, Lee Jung-heum,Seo Sook-hyang,2016,24,SBS,Broadcast
Be my boyfriend,7.9,Shin Hyun-seung,5.5,Romance,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9,Shin Hyun-seung,5.5, Drama,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9,Shin Hyun-seung,5.5, Comedy,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9,Shin Hyun-seung,5.5, Teen,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Lee Shi-woo,5.5,Romance,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Lee Shi-woo,5.5, Drama,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Lee Shi-woo,5.5, Comedy,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Lee Shi-woo,5.5, Teen,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Choi Yu-ju,5.5,Romance,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Choi Yu-ju,5.5, Drama,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Choi Yu-ju,5.5, Comedy,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Choi Yu-ju,5.5, Teen,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Im Sung-Kyun,5.5,Romance,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Im Sung-Kyun,5.5, Drama,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Im Sung-Kyun,5.5, Comedy,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Im Sung-Kyun,5.5, Teen,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Kim Byeong-Kwan,5.5,Romance,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Kim Byeong-Kwan,5.5, Drama,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Kim Byeong-Kwan,5.5, Comedy,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Kim Byeong-Kwan,5.5, Teen,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Jung Bo-min,5.5,Romance,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Jung Bo-min,5.5, Drama,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Jung Bo-min,5.5, Comedy,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Be my boyfriend,7.9, Jung Bo-min,5.5, Teen,Lee Shi-young ,Han Song-yi,2021,15,Naver TV Cast,Streaming
Crash Landing on you,8.7,Hyun Bin,12.15,Romance,Lee Jung-hyo,Park Ji-eun,2019,16,TvN,Broadcast
Crash Landing on you,8.7,Hyun Bin,12.15, Drama,Lee Jung-hyo,Park Ji-eun,2019,16,TvN,Broadcast
Crash Landing on you,8.7,Hyun Bin,12.15, Comedy,Lee Jung-hyo,Park Ji-eun,2019,16,TvN,Broadcast
Crash Landing on you,8.7, Son Ye-jin,12.15,Romance,Lee Jung-hyo,Park Ji-eun,2019,16,TvN,Broadcast
Crash Landing on you,8.7, Son Ye-jin,12.15, Drama,Lee Jung-hyo,Park Ji-eun,2019,16,TvN,Broadcast
Crash Landing on you,8.7, Son Ye-jin,12.15, Comedy,Lee Jung-hyo,Park Ji-eun,2019,16,TvN,Broadcast
Crash Landing on you,8.7, Kim Jung-hyun,12.15,Romance,Lee Jung-hyo,Park Ji-eun,2019,16,TvN,Broadcast
Crash Landing on you,8.7, Kim Jung-hyun,12.15, Drama,Lee Jung-hyo,Park Ji-eun,2019,16,TvN,Broadcast
Crash Landing on you,8.7, Kim Jung-hyun,12.15, Comedy,Lee Jung-hyo,Park Ji-eun,2019,16,TvN,Broadcast
Crash Landing on you,8.7, Seo Ji-hye,12.15,Romance,Lee Jung-hyo,Park Ji-eun,2019,16,TvN,Broadcast
Crash Landing on you,8.7, Seo Ji-hye,12.15, Drama,Lee Jung-hyo,Park Ji-eun,2019,16,TvN,Broadcast
Crash Landing on you,8.7, Seo Ji-hye,12.15, Comedy,Lee Jung-hyo,Park Ji-eun,2019,16,TvN,Broadcast
Devilish Charm,7,Choi Jin-hyuk,7,Romance,Kim Ga-ram,Choi Ji-yeon,2018,16,MBN,Broadcast
Devilish Charm,7,Choi Jin-hyuk,7, Comedy,Kim Ga-ram,Choi Ji-yeon,2018,16,MBN,Broadcast
Devilish Charm,7, Song Ha-yoon,7,Romance,Kim Ga-ram,Choi Ji-yeon,2018,16,MBN,Broadcast
Devilish Charm,7, Song Ha-yoon,7, Comedy,Kim Ga-ram,Choi Ji-yeon,2018,16,MBN,Broadcast
Devilish Charm,7, Lee Ho-won,7,Romance,Kim Ga-ram,Choi Ji-yeon,2018,16,MBN,Broadcast
Devilish Charm,7, Lee Ho-won,7, Comedy,Kim Ga-ram,Choi Ji-yeon,2018,16,MBN,Broadcast
Devilish Charm,7, Lee Joo-yeon,7,Romance,Kim Ga-ram,Choi Ji-yeon,2018,16,MBN,Broadcast
Devilish Charm,7, Lee Joo-yeon,7, Comedy,Kim Ga-ram,Choi Ji-yeon,2018,16,MBN,Broadcast
Weightlifting fairy Kim bok joo,8.4,Lee Sung-kyung,4.8,Sports,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4,Lee Sung-kyung,4.8, Coming-of-age,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4,Lee Sung-kyung,4.8, Romance,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4,Lee Sung-kyung,4.8, Comedy,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4, Nam Joo-hyuk,4.8,Sports,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4, Nam Joo-hyuk,4.8, Coming-of-age,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4, Nam Joo-hyuk,4.8, Romance,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4, Nam Joo-hyuk,4.8, Comedy,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4, Lee Jae-yoon,4.8,Sports,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4, Lee Jae-yoon,4.8, Coming-of-age,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4, Lee Jae-yoon,4.8, Romance,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4, Lee Jae-yoon,4.8, Comedy,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4, Kyung Soo-jin,4.8,Sports,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4, Kyung Soo-jin,4.8, Coming-of-age,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4, Kyung Soo-jin,4.8, Romance,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
Weightlifting fairy Kim bok joo,8.4, Kyung Soo-jin,4.8, Comedy,Oh Hyun-jong,Yang Hee-seung,2016,16,MBC,Broadcast
True Beauty,8.2,Moon Ga-young,3.79,Romance,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2,Moon Ga-young,3.79, Comedy,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2,Moon Ga-young,3.79, Slice of life,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2,Moon Ga-young,3.79,Coming-of-age,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2, Cha Eon-woo,3.79,Romance,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2, Cha Eon-woo,3.79, Comedy,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2, Cha Eon-woo,3.79, Slice of life,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2, Cha Eon-woo,3.79,Coming-of-age,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2, Hwang In-youp,3.79,Romance,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2, Hwang In-youp,3.79, Comedy,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2, Hwang In-youp,3.79, Slice of life,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2, Hwang In-youp,3.79,Coming-of-age,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2, Park Yoo-na,3.79,Romance,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2, Park Yoo-na,3.79, Comedy,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2, Park Yoo-na,3.79, Slice of life,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
True Beauty,8.2, Park Yoo-na,3.79,Coming-of-age,Kim Sang-hyeop,Lee Si-eun,2020,16,TvN,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9,Comedy,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9,Comedy,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9,Comedy, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9,Comedy, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9, Drama,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9, Drama,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9, Drama, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9, Drama, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9, Youth,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9, Youth,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9, Youth, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9, Youth, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9,Romance,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9,Romance,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9,Romance, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3,Yoon Shi-yoon,3.9,Romance, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9,Comedy,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9,Comedy,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9,Comedy, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9,Comedy, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9, Drama,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9, Drama,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9, Drama, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9, Drama, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9, Youth,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9, Youth,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9, Youth, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9, Youth, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9,Romance,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9,Romance,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9,Romance, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Lee Se-young,3.9,Romance, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9,Comedy,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9,Comedy,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9,Comedy, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9,Comedy, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9, Drama,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9, Drama,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9, Drama, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9, Drama, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9, Youth,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9, Youth,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9, Youth, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9, Youth, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9,Romance,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9,Romance,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9,Romance, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Kim Min-jae,3.9,Romance, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9,Comedy,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9,Comedy,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9,Comedy, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9,Comedy, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9, Drama,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9, Drama,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9, Drama, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9, Drama, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9, Youth,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9, Youth,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9, Youth, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9, Youth, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9,Romance,Yoo Ho-jin,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9,Romance,Yoo Ho-jin, Lee  Mi-rim,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9,Romance, Cha Tae-hyun,Lee Young-chul,2017,32,KBS,Broadcast
Hit the top,7.3, Cha Tae-hyun,3.9,Romance, Cha Tae-hyun, Lee  Mi-rim,2017,32,KBS,Broadcast
Cheer Up,7.4,Jun Eun-ji,4,Romance,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4,Jun Eun-ji,4, Drama,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4,Jun Eun-ji,4, Teen,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4, Lee Won-keun,4,Romance,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4, Lee Won-keun,4, Drama,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4, Lee Won-keun,4, Teen,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4, Cha Hak-yeon,4,Romance,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4, Cha Hak-yeon,4, Drama,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4, Cha Hak-yeon,4, Teen,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4, Ji Soo,4,Romance,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4, Ji Soo,4, Drama,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4, Ji Soo,4, Teen,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4, Chae Soo-bin,4,Romance,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4, Chae Soo-bin,4, Drama,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
Cheer Up,7.4, Chae Soo-bin,4, Teen,Lee Eun-jin,Yoon Soo-jung,2015,12,KBS,Broadcast
When the weather is fine,8,Seo Kang-joon,2.29,Drama,Han Ji-seung,Ha Ga-ram,2020,16,JTBC,Cable
When the weather is fine,8, Park Min-young,2.29,Drama,Han Ji-seung,Ha Ga-ram,2020,16,JTBC,Cable
She would never know,7.7,Rowoon,1.84,Romance,Lee Dong-yoon,Chae Yoon,2021,16,JTBC,Cable
She would never know,7.7,Rowoon,1.84,Romance, Ra Ha-na,Chae Yoon,2021,16,JTBC,Cable
She would never know,7.7,Rowoon,1.84, Drama,Lee Dong-yoon,Chae Yoon,2021,16,JTBC,Cable
She would never know,7.7,Rowoon,1.84, Drama, Ra Ha-na,Chae Yoon,2021,16,JTBC,Cable
She would never know,7.7, Won Jin-ah,1.84,Romance,Lee Dong-yoon,Chae Yoon,2021,16,JTBC,Cable
She would never know,7.7, Won Jin-ah,1.84,Romance, Ra Ha-na,Chae Yoon,2021,16,JTBC,Cable
She would never know,7.7, Won Jin-ah,1.84, Drama,Lee Dong-yoon,Chae Yoon,2021,16,JTBC,Cable
She would never know,7.7, Won Jin-ah,1.84, Drama, Ra Ha-na,Chae Yoon,2021,16,JTBC,Cable
She would never know,7.7, Lee Hyun-wook,1.84,Romance,Lee Dong-yoon,Chae Yoon,2021,16,JTBC,Cable
She would never know,7.7, Lee Hyun-wook,1.84,Romance, Ra Ha-na,Chae Yoon,2021,16,JTBC,Cable
She would never know,7.7, Lee Hyun-wook,1.84, Drama,Lee Dong-yoon,Chae Yoon,2021,16,JTBC,Cable
She would never know,7.7, Lee Hyun-wook,1.84, Drama, Ra Ha-na,Chae Yoon,2021,16,JTBC,Cable
She would never know,7.7, Lee Joo-bin,1.84,Romance,Lee Dong-yoon,Chae Yoon,2021,16,JTBC,Cable
She would never know,7.7, Lee Joo-bin,1.84,Romance, Ra Ha-na,Chae Yoon,2021,16,JTBC,Cable
