Drama Name,Overall Drama Rating (Out of 10),Actors,Viewship Rate,Genre,Director,Writer,Year,Number of Episodes,Network,Network Type
Legend of the Blue Sea,8.1,Jun Ji-hyun,17.6,Fantasy,Jin Hyuk,Park Ji-eun,2016,21,SBS,Broadcast
Legend of the Blue Sea,8.1,Jun Ji-hyun,17.6,Fantasy, Park Seon-Ho,Park Ji-eun,2016,21,SBS,Broadcast
Legend of the Blue Sea,8.1,Jun Ji-hyun,17.6,Romance,Jin Hyuk,Park Ji-eun,2016,21,SBS,Broadcast
Legend of the Blue Sea,8.1,Jun Ji-hyun,17.6,Romance, Park Seon-Ho,Park Ji-eun,2016,21,SBS,Broadcast
Legend of the Blue Sea,8.1,Jun Ji-hyun,17.6,Comedy,Jin Hyuk,Park Ji-eun,2016,21,SBS,Broadcast
Legend of the Blue Sea,8.1,Jun Ji-hyun,17.6,Comedy, Park Seon-Ho,Park Ji-eun,2016,21,SBS,Broadcast
Legend of the Blue Sea,8.1, Lee Min-ho,17.6,Fantasy,Jin Hyuk,Park Ji-eun,2016,21,SBS,Broadcast
Legend of the Blue Sea,8.1, Lee Min-ho,17.6,Fantasy, Park Seon-Ho,Park Ji-eun,2016,21,SBS,Broadcast
Legend of the Blue Sea,8.1, Lee Min-ho,17.6,Romance,Jin Hyuk,Park Ji-eun,2016,21,SBS,Broadcast
Legend of the Blue Sea,8.1, Lee Min-ho,17.6,Romance, Park Seon-Ho,Park Ji-eun,2016,21,SBS,Broadcast
Legend of the Blue Sea,8.1, Lee Min-ho,17.6,Comedy,Jin Hyuk,Park Ji-eun,2016,21,SBS,Broadcast
Legend of the Blue Sea,8.1, Lee Min-ho,17.6,Comedy, Park Seon-Ho,Park Ji-eun,2016,21,SBS,Broadcast
The Heirs,7.5,Lee Min-ho,16.7,Romance,Kang Shin-hyo,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5,Lee Min-ho,16.7,Romance, Boo Sung-chul,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5,Lee Min-ho,16.7, Drama,Kang Shin-hyo,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5,Lee Min-ho,16.7, Drama, Boo Sung-chul,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5,Lee Min-ho,16.7, Teen,Kang Shin-hyo,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5,Lee Min-ho,16.7, Teen, Boo Sung-chul,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Park Shin-hye,16.7,Romance,Kang Shin-hyo,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Park Shin-hye,16.7,Romance, Boo Sung-chul,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Park Shin-hye,16.7, Drama,Kang Shin-hyo,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Park Shin-hye,16.7, Drama, Boo Sung-chul,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Park Shin-hye,16.7, Teen,Kang Shin-hyo,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Park Shin-hye,16.7, Teen, Boo Sung-chul,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Kim Woo-bin,16.7,Romance,Kang Shin-hyo,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Kim Woo-bin,16.7,Romance, Boo Sung-chul,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Kim Woo-bin,16.7, Drama,Kang Shin-hyo,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Kim Woo-bin,16.7, Drama, Boo Sung-chul,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Kim Woo-bin,16.7, Teen,Kang Shin-hyo,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Kim Woo-bin,16.7, Teen, Boo Sung-chul,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Park Hyung-sik,16.7,Romance,Kang Shin-hyo,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Park Hyung-sik,16.7,Romance, Boo Sung-chul,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Park Hyung-sik,16.7, Drama,Kang Shin-hyo,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Park Hyung-sik,16.7, Drama, Boo Sung-chul,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Park Hyung-sik,16.7, Teen,Kang Shin-hyo,Kim Eun-sook,2013,20,SBS,Broadcast
The Heirs,7.5, Park Hyung-sik,16.7, Teen, Boo Sung-chul,Kim Eun-sook,2013,20,SBS,Broadcast
The King: Eternal Monarch,8.3,Lee Min-ho,7.7,Romance,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3,Lee Min-ho,7.7,Romance, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3,Lee Min-ho,7.7,Romance, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3,Lee Min-ho,7.7, Fantasy,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3,Lee Min-ho,7.7, Fantasy, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3,Lee Min-ho,7.7, Fantasy, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3,Lee Min-ho,7.7, Drama,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3,Lee Min-ho,7.7, Drama, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3,Lee Min-ho,7.7, Drama, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Go-eun,7.7,Romance,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Go-eun,7.7,Romance, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Go-eun,7.7,Romance, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Go-eun,7.7, Fantasy,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Go-eun,7.7, Fantasy, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Go-eun,7.7, Fantasy, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Go-eun,7.7, Drama,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Go-eun,7.7, Drama, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Go-eun,7.7, Drama, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Woo Do-hwan,7.7,Romance,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Woo Do-hwan,7.7,Romance, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Woo Do-hwan,7.7,Romance, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Woo Do-hwan,7.7, Fantasy,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Woo Do-hwan,7.7, Fantasy, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Woo Do-hwan,7.7, Fantasy, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Woo Do-hwan,7.7, Drama,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Woo Do-hwan,7.7, Drama, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Woo Do-hwan,7.7, Drama, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Kyung-nam,7.7,Romance,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Kyung-nam,7.7,Romance, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Kyung-nam,7.7,Romance, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Kyung-nam,7.7, Fantasy,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Kyung-nam,7.7, Fantasy, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Kyung-nam,7.7, Fantasy, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Kyung-nam,7.7, Drama,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Kyung-nam,7.7, Drama, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Kim Kyung-nam,7.7, Drama, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Jung Eun-chae,7.7,Romance,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Jung Eun-chae,7.7,Romance, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Jung Eun-chae,7.7,Romance, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Jung Eun-chae,7.7, Fantasy,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Jung Eun-chae,7.7, Fantasy, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Jung Eun-chae,7.7, Fantasy, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Jung Eun-chae,7.7, Drama,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Jung Eun-chae,7.7, Drama, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Jung Eun-chae,7.7, Drama, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Lee Jung-jin,7.7,Romance,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Lee Jung-jin,7.7,Romance, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Lee Jung-jin,7.7,Romance, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Lee Jung-jin,7.7, Fantasy,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Lee Jung-jin,7.7, Fantasy, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Lee Jung-jin,7.7, Fantasy, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Lee Jung-jin,7.7, Drama,Baek Sang-hoon,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Lee Jung-jin,7.7, Drama, Jung Ji-hyun,Kim Eun-sook,2020,16,SBS,Broadcast
The King: Eternal Monarch,8.3, Lee Jung-jin,7.7, Drama, Yoo Je-won,Kim Eun-sook,2020,16,SBS,Broadcast
Boys over Flowers,7.9,Lee Min-ho,25.7,Romance,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9,Lee Min-ho,25.7, Comedy,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9,Lee Min-ho,25.7, Drama,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Ku Hye-sun,25.7,Romance,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Ku Hye-sun,25.7, Comedy,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Ku Hye-sun,25.7, Drama,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Kim Hyun-joong,25.7,Romance,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Kim Hyun-joong,25.7, Comedy,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Kim Hyun-joong,25.7, Drama,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Kim Bum,25.7,Romance,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Kim Bum,25.7, Comedy,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Kim Bum,25.7, Drama,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Kim Joon,25.7,Romance,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Kim Joon,25.7, Comedy,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Kim Joon,25.7, Drama,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Kim So-eun,25.7,Romance,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Kim So-eun,25.7, Comedy,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Boys over Flowers,7.9, Kim So-eun,25.7, Drama,Jeon Ki-sang,Yoon Ji-ryun,2009,25,KBS,Broadcast
Guardian: the lonely and the great god,8.6,Gong Yoo,12.81,Fantasy,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6,Gong Yoo,12.81,Fantasy, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6,Gong Yoo,12.81,Fantasy, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6,Gong Yoo,12.81, Romance,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6,Gong Yoo,12.81, Romance, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6,Gong Yoo,12.81, Romance, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6,Gong Yoo,12.81, Drama,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6,Gong Yoo,12.81, Drama, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6,Gong Yoo,12.81, Drama, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Go-eun,12.81,Fantasy,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Go-eun,12.81,Fantasy, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Go-eun,12.81,Fantasy, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Go-eun,12.81, Romance,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Go-eun,12.81, Romance, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Go-eun,12.81, Romance, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Go-eun,12.81, Drama,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Go-eun,12.81, Drama, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Go-eun,12.81, Drama, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Lee Dong-wook,12.81,Fantasy,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Lee Dong-wook,12.81,Fantasy, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Lee Dong-wook,12.81,Fantasy, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Lee Dong-wook,12.81, Romance,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Lee Dong-wook,12.81, Romance, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Lee Dong-wook,12.81, Romance, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Lee Dong-wook,12.81, Drama,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Lee Dong-wook,12.81, Drama, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Lee Dong-wook,12.81, Drama, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yoo In-na,12.81,Fantasy,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yoo In-na,12.81,Fantasy, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yoo In-na,12.81,Fantasy, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yoo In-na,12.81, Romance,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yoo In-na,12.81, Romance, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yoo In-na,12.81, Romance, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yoo In-na,12.81, Drama,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yoo In-na,12.81, Drama, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yoo In-na,12.81, Drama, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yook Sungjae,12.81,Fantasy,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yook Sungjae,12.81,Fantasy, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yook Sungjae,12.81,Fantasy, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yook Sungjae,12.81, Romance,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yook Sungjae,12.81, Romance, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yook Sungjae,12.81, Romance, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yook Sungjae,12.81, Drama,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yook Sungjae,12.81, Drama, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Yook Sungjae,12.81, Drama, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Min-jae,12.81,Fantasy,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Min-jae,12.81,Fantasy, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Min-jae,12.81,Fantasy, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Min-jae,12.81, Romance,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Min-jae,12.81, Romance, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Min-jae,12.81, Romance, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Min-jae,12.81, Drama,Lee Eung-bok,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Min-jae,12.81, Drama, Kwon Hyuk-chan,Kim Eun-sook,2016,18,TvN,Broadcast
Guardian: the lonely and the great god,8.6, Kim Min-jae,12.81, Drama, Yoon Jong-ho,Kim Eun-sook,2016,18,TvN,Broadcast
My Secret Romance,7.1,Sung Hoon,7.5,Romance,Kang Cheol-woo,Kim Ha-na,2017,13,OCN,Cable
My Secret Romance,7.1,Sung Hoon,7.5,Romance,Kang Cheol-woo, Kim Young-yoon,2017,13,OCN,Cable
My Secret Romance,7.1,Sung Hoon,7.5, Comedy,Kang Cheol-woo,Kim Ha-na,2017,13,OCN,Cable
My Secret Romance,7.1,Sung Hoon,7.5, Comedy,Kang Cheol-woo, Kim Young-yoon,2017,13,OCN,Cable
My Secret Romance,7.1, Song Ji-eun,7.5,Romance,Kang Cheol-woo,Kim Ha-na,2017,13,OCN,Cable
My Secret Romance,7.1, Song Ji-eun,7.5,Romance,Kang Cheol-woo, Kim Young-yoon,2017,13,OCN,Cable
My Secret Romance,7.1, Song Ji-eun,7.5, Comedy,Kang Cheol-woo,Kim Ha-na,2017,13,OCN,Cable
My Secret Romance,7.1, Song Ji-eun,7.5, Comedy,Kang Cheol-woo, Kim Young-yoon,2017,13,OCN,Cable
My Secret Romance,7.1, Kim Jae-young,7.5,Romance,Kang Cheol-woo,Kim Ha-na,2017,13,OCN,Cable
My Secret Romance,7.1, Kim Jae-young,7.5,Romance,Kang Cheol-woo, Kim Young-yoon,2017,13,OCN,Cable
My Secret Romance,7.1, Kim Jae-young,7.5, Comedy,Kang Cheol-woo,Kim Ha-na,2017,13,OCN,Cable
My Secret Romance,7.1, Kim Jae-young,7.5, Comedy,Kang Cheol-woo, Kim Young-yoon,2017,13,OCN,Cable
The bride of Habaek,6.9,Nam Joo-hyuk,3.11,Fantasy,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9,Nam Joo-hyuk,3.11, Romance,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9,Nam Joo-hyuk,3.11, Comedy,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9, Shin Se-kyung,3.11,Fantasy,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9, Shin Se-kyung,3.11, Romance,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9, Shin Se-kyung,3.11, Comedy,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9, Lim Ju-hwan,3.11,Fantasy,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9, Lim Ju-hwan,3.11, Romance,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9, Lim Ju-hwan,3.11, Comedy,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9, Krystal Jung,3.11,Fantasy,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9, Krystal Jung,3.11, Romance,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9, Krystal Jung,3.11, Comedy,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9, Gong Myung,3.11,Fantasy,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9, Gong Myung,3.11, Romance,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
The bride of Habaek,6.9, Gong Myung,3.11, Comedy,Kim Byung-soo,Jung Yoon-jung,2017,16,TvN,Broadcast
Heartstrings,7.2,Park Shin-hye,5.7,Romance,Pyo Min-soo,Lee Myung-sook,2011,16,MBC,Broadcast
Heartstrings,7.2,Park Shin-hye,5.7, Music,Pyo Min-soo,Lee Myung-sook,2011,16,MBC,Broadcast
Heartstrings,7.2,Park Shin-hye,5.7, Drama,Pyo Min-soo,Lee Myung-sook,2011,16,MBC,Broadcast
Heartstrings,7.2, Jung Yong-hwa,5.7,Romance,Pyo Min-soo,Lee Myung-sook,2011,16,MBC,Broadcast
Heartstrings,7.2, Jung Yong-hwa,5.7, Music,Pyo Min-soo,Lee Myung-sook,2011,16,MBC,Broadcast
Heartstrings,7.2, Jung Yong-hwa,5.7, Drama,Pyo Min-soo,Lee Myung-sook,2011,16,MBC,Broadcast
Extraordinary You,7.9,Kim Hye-joon,3.2,Fantasy,Kim Sang-hyeop,In Ji-hye,2019,32,MBC,Broadcast
Extraordinary You,7.9,Kim Hye-joon,3.2,Fantasy,Kim Sang-hyeop, Song Ha-young,2019,32,MBC,Broadcast
Extraordinary You,7.9,Kim Hye-joon,3.2, Romance,Kim Sang-hyeop,In Ji-hye,2019,32,MBC,Broadcast
Extraordinary You,7.9,Kim Hye-joon,3.2, Romance,Kim Sang-hyeop, Song Ha-young,2019,32,MBC,Broadcast
Extraordinary You,7.9,Kim Hye-joon,3.2, Comedy,Kim Sang-hyeop,In Ji-hye,2019,32,MBC,Broadcast
Extraordinary You,7.9,Kim Hye-joon,3.2, Comedy,Kim Sang-hyeop, Song Ha-young,2019,32,MBC,Broadcast
Extraordinary You,7.9, Rowoon,3.2,Fantasy,Kim Sang-hyeop,In Ji-hye,2019,32,MBC,Broadcast
Extraordinary You,7.9, Rowoon,3.2,Fantasy,Kim Sang-hyeop, Song Ha-young,2019,32,MBC,Broadcast
